Federal_unit,Gender,Age,Color,Income,Years_of_study
33,4,25,8,2000,09
33,4,64,8,1580,13
33,2,60,2,1200,16
33,2,52,8,2000,13
33,2,23,2,1000,09
33,4,52,8,788,10
33,4,65,8,800,09
33,2,26,8,3900,11
33,2,34,8,1200,09
33,4,31,2,2300,13
33,2,49,4,1300,13
33,4,23,8,788,12
33,2,43,8,3000,09
33,4,56,4,600,12
33,2,50,8,2360,13
33,4,36,4,930,12
33,2,32,4,8000,14
33,4,33,8,1500,16
33,2,29,2,1000,12
33,2,65,2,1500,02
33,4,43,2,3000,16
33,4,45,4,300,09
33,4,42,8,800,09
33,4,44,8,800,06
33,4,40,8,800,12
33,4,38,4,700,03
33,4,28,8,500,11
33,2,62,2,3000,09
33,4,21,4,500,10
33,2,52,2,2000,12
33,2,68,2,1040,06
33,4,44,2,1000,13
33,4,38,4,400,06
33,4,36,4,860,12
33,4,72,8,1800,01
33,2,50,8,2300,09
33,2,31,2,1500,12
33,2,61,8,788,09
33,2,83,2,20000,16
33,2,43,2,2000,16
33,2,56,8,1500,12
33,2,35,2,720,09
33,2,57,2,5000,14
33,2,56,2,1200,12
33,2,50,8,788,12
33,2,55,8,788,05
33,2,41,8,2000,12
33,4,24,8,300,12
33,2,44,2,1100,12
33,2,61,2,6500,12
33,2,57,4,3500,12
33,2,53,2,1600,12
33,4,36,4,500,05
33,4,45,8,1080,12
33,2,43,2,3000,12
33,2,36,2,5000,16
33,2,53,2,4000,12
33,2,62,2,4000,08
33,2,33,2,4000,12
33,2,57,2,1200,05
33,2,77,8,4000,05
33,2,38,2,800,06
33,2,61,2,1000,12
33,2,45,2,1500,06
33,2,45,2,1200,09
33,4,50,2,1500,12
33,2,51,8,2000,09
33,2,38,8,3000,12
33,2,39,8,2700,13
33,2,58,4,1400,10
33,2,41,2,2500,16
33,4,47,4,2000,16
33,2,35,2,6000,16
33,2,31,4,1200,12
33,2,55,8,1400,12
33,4,42,8,600,06
33,4,37,6,900,11
33,2,56,2,4000,16
33,2,39,2,500,09
33,2,57,8,3000,16
33,2,44,4,1000,13
33,2,49,2,850,01
33,2,33,4,1900,12
33,4,75,4,250,04
33,4,48,8,750,12
33,4,42,8,700,12
33,2,47,2,1500,01
33,2,42,8,790,12
33,4,67,4,2700,16
33,2,47,2,3300,12
33,2,49,8,3000,12
33,4,51,2,800,12
33,2,62,4,800,05
33,2,57,2,1600,12
33,2,38,2,6500,16
33,4,71,8,450,01
33,4,38,8,1200,07
33,4,50,8,900,12
33,2,73,2,500,05
33,2,53,2,3000,12
33,2,33,2,2000,12
33,2,39,8,1200,12
33,2,61,2,2800,07
33,4,40,4,1000,16
33,2,45,2,3450,12
33,2,45,2,1000,01
33,2,69,8,2800,13
33,2,56,4,1400,12
33,2,49,8,1100,11
33,2,45,8,3000,06
33,2,43,2,3000,12
33,2,30,2,1600,16
33,4,57,4,800,11
33,2,60,8,1500,12
33,4,80,2,600,04
33,4,51,4,1100,11
33,2,71,2,430,13
33,2,25,2,1200,15
33,4,50,4,800,12
33,4,30,2,2580,14
33,2,31,8,450,13
33,2,36,2,2300,13
33,2,40,8,1800,11
33,2,45,8,1200,13
33,2,62,4,1000,06
33,2,45,8,850,07
33,2,45,8,2200,13
33,2,61,4,2005,06
33,4,26,2,3500,14
33,2,40,8,800,05
33,2,51,2,900,11
33,4,54,8,500,03
33,2,37,8,1150,11
33,2,42,2,2500,09
33,4,55,4,788,08
33,2,64,8,800,06
33,4,62,2,1050,06
33,2,43,8,2000,11
33,2,45,8,2400,09
33,2,40,8,1150,09
33,2,58,2,1600,05
33,2,35,8,790,06
33,4,57,2,4500,16
33,2,44,8,2500,16
33,2,38,2,1500,12
33,4,29,6,788,11
33,2,61,4,1500,05
33,4,54,8,788,12
33,2,69,2,2000,05
33,2,41,2,20000,16
33,4,29,2,4500,15
33,4,27,2,2000,16
33,2,59,8,2700,12
33,4,53,2,5000,16
33,2,20,2,1500,14
33,4,44,2,2500,16
33,2,41,2,3500,12
33,4,49,8,6000,16
33,4,26,2,2500,13
33,2,62,2,6000,16
33,4,59,4,1200,09
33,2,67,2,10000,07
33,2,61,2,2500,16
33,2,61,2,30000,16
33,2,44,2,43000,16
33,2,59,2,18000,16
33,4,67,2,4000,12
33,2,28,8,1000,16
33,4,60,2,2000,16
33,4,31,8,3000,16
33,4,41,2,3000,16
33,4,59,2,7000,16
33,2,59,2,12000,16
33,4,56,2,2000,16
33,2,55,2,8000,16
33,2,50,2,4400,16
33,2,42,8,3800,16
33,2,40,2,7000,16
33,2,37,2,6000,16
33,2,60,2,8000,16
33,2,40,8,2000,12
33,2,29,2,2500,16
33,2,38,2,1600,15
33,4,32,2,1300,13
33,2,62,2,5500,16
33,2,63,2,3500,11
33,2,45,8,2600,13
33,4,23,2,1800,14
33,2,31,2,1200,14
33,4,41,8,2500,12
33,4,83,2,35,09
33,2,33,2,6500,16
33,2,51,2,5000,16
33,2,53,8,4100,12
33,2,51,2,1850,12
33,4,53,8,5500,16
33,4,42,2,2900,14
33,4,48,8,788,05
33,2,58,2,8000,16
33,4,64,2,4000,12
33,4,29,2,1500,16
33,2,33,2,3000,12
33,4,47,2,788,09
33,2,45,8,2300,09
33,2,44,8,4128,16
33,4,63,2,6305,16
33,2,29,8,3200,13
33,4,58,8,4500,16
33,4,53,2,2700,16
33,2,43,2,5500,16
33,4,65,2,900,12
33,2,40,2,5000,14
33,2,29,2,19000,16
33,2,51,8,2880,13
33,2,33,2,5500,16
33,2,38,4,1800,12
33,2,55,2,6000,16
33,2,34,2,6000,16
33,4,37,2,5500,16
33,2,61,2,3000,12
33,2,71,8,10000,16
33,2,39,4,300,01
33,2,37,8,2500,05
33,2,49,4,1100,03
33,2,36,8,1200,09
33,2,59,8,1500,05
33,2,49,8,2500,04
33,2,49,8,1250,09
33,2,30,2,1200,13
33,2,52,8,1800,13
33,4,57,8,450,11
33,4,36,4,850,09
33,4,33,4,950,06
33,2,42,2,800,09
33,2,29,4,2500,12
33,4,55,8,11000,12
33,2,60,2,11000,16
33,2,47,8,2300,09
33,2,45,2,3200,12
33,4,35,2,4990,16
33,4,64,2,16000,16
33,4,50,2,2000,16
33,4,35,2,600,12
33,4,50,2,6000,16
33,2,46,2,2000,05
33,4,28,6,3200,16
33,4,32,2,5900,16
33,2,60,2,6000,16
33,2,61,2,20000,16
33,2,58,8,2200,12
33,2,73,2,2500,16
33,2,35,8,3510,15
33,2,56,2,25000,16
33,2,63,2,15800,16
33,2,30,2,8550,16
33,2,70,2,10000,16
33,4,52,2,23000,16
33,2,28,8,788,12
33,2,26,4,1500,12
33,2,49,8,1000,09
33,2,41,8,1000,02
33,2,47,4,1850,07
33,4,67,4,1300,06
33,2,30,8,1200,12
33,2,36,6,1600,06
33,2,30,8,1500,09
33,2,38,2,1800,07
33,2,80,2,395,16
33,2,57,2,6000,16
33,2,23,2,1000,12
33,2,48,8,1100,05
33,2,26,2,3500,16
33,2,39,2,2000,11
33,2,41,8,800,05
33,4,64,2,788,13
33,2,49,4,1000,06
33,2,47,2,1999,07
33,4,38,2,900,08
33,2,56,4,2800,05
33,2,55,2,1300,05
33,2,49,2,1600,09
33,2,25,2,1500,11
33,2,41,4,850,08
33,2,54,8,395,06
33,2,51,2,788,03
33,2,53,2,2500,12
33,4,31,4,600,06
33,2,39,2,3000,12
33,2,31,8,1000,09
33,4,37,2,1500,12
33,2,33,2,1056,09
33,4,51,2,2000,12
33,2,64,2,800,07
33,2,67,2,788,03
33,4,46,2,900,06
33,2,38,2,3500,12
33,4,50,2,1200,16
33,2,36,8,1100,09
33,2,33,2,2400,16
33,2,56,2,1000,07
33,2,40,2,1300,09
33,4,44,2,800,08
33,4,44,4,2300,16
33,2,46,2,800,05
33,2,56,2,900,06
33,2,51,2,900,09
33,2,44,2,400,05
33,4,64,2,400,06
33,4,45,8,1028,06
33,2,43,2,1000,05
33,2,49,2,1200,05
33,2,35,8,788,06
33,2,42,4,1576,09
33,4,53,2,788,12
33,2,28,8,1600,07
33,2,51,2,1500,06
33,2,42,2,600,08
33,4,41,2,1800,16
33,2,41,4,2000,12
33,4,45,4,500,12
33,2,48,4,2200,16
33,4,60,2,2000,16
33,2,38,2,2200,13
33,4,47,2,2800,12
33,2,29,2,3800,16
33,4,62,8,2400,09
33,4,39,2,2400,16
33,4,48,2,2400,16
33,2,33,2,4000,16
33,2,55,8,3000,16
33,2,65,2,3000,12
33,4,50,2,2500,13
33,2,39,8,2600,13
33,2,67,8,1000,05
33,2,51,4,2000,11
33,4,51,2,1000,13
33,2,49,2,1500,16
33,4,32,2,2200,16
33,2,32,2,1700,16
33,2,38,2,2000,12
33,2,40,2,2000,12
33,4,57,2,788,12
33,4,49,4,788,09
33,4,36,2,1300,16
33,2,70,2,2300,09
33,2,64,8,1000,09
33,2,60,4,800,05
33,2,50,8,2000,09
33,2,29,2,3600,12
33,4,49,8,788,16
33,2,69,8,1500,02
33,2,42,2,1600,11
33,4,22,8,300,07
33,2,66,4,200,01
33,4,51,8,1400,09
33,2,38,2,2000,16
33,2,50,2,2000,12
33,2,64,4,800,03
33,4,29,4,1600,13
33,2,65,4,1250,12
33,2,56,2,900,03
33,2,47,4,2200,12
33,4,50,8,1600,09
33,2,48,2,2000,12
33,4,34,2,3500,16
33,4,29,4,1200,12
33,2,32,2,1000,01
33,2,52,2,2500,14
33,2,37,2,1500,14
33,2,55,2,1500,12
33,2,43,2,3900,11
33,4,41,2,1540,12
33,2,54,8,1750,09
33,2,34,8,1452,08
33,2,64,2,2600,12
33,4,52,2,1450,11
33,2,41,4,1500,11
33,4,32,2,790,16
33,2,55,2,1000,11
33,2,55,2,1500,01
33,2,51,2,900,05
33,2,47,8,5000,16
33,4,55,8,1600,09
33,4,45,8,400,08
33,2,56,8,788,07
33,4,70,4,1000,05
33,2,51,2,1000,05
33,2,52,2,1800,16
33,2,54,8,788,12
33,4,36,2,1560,13
33,2,52,2,1500,12
33,2,39,4,788,01
33,2,59,8,788,09
33,2,51,6,1520,12
33,2,51,2,1220,09
33,2,51,2,1525,11
33,2,65,4,7500,13
33,2,42,8,788,12
33,2,35,2,1600,01
33,4,44,2,788,09
33,2,68,2,1550,05
33,2,41,4,1510,02
33,2,44,2,1520,05
33,2,68,4,788,12
33,2,39,8,1100,12
33,2,46,8,3000,12
33,2,52,2,2000,12
33,2,45,4,788,12
33,4,37,4,400,12
33,2,49,8,1400,10
33,2,53,8,1600,07
33,4,54,2,1300,12
33,2,62,4,788,05
33,2,68,2,1800,06
33,2,65,2,978,16
33,2,46,8,1800,12
33,2,53,2,1300,06
33,2,35,4,1500,09
33,4,54,4,1200,04
33,4,55,8,1500,12
33,2,53,4,1900,12
33,2,46,8,1500,08
33,2,33,4,1800,12
33,2,52,8,2000,12
33,2,29,4,1200,12
33,2,52,4,1200,12
33,4,61,8,1050,06
33,2,29,4,1000,12
33,2,33,4,1350,09
33,2,50,8,1200,09
33,2,48,2,1000,07
33,4,45,2,788,12
33,4,33,8,1900,14
33,2,20,4,700,11
33,2,55,2,1800,16
33,2,19,8,900,09
33,2,31,8,1600,12
33,2,25,4,1400,07
33,2,57,8,1280,05
33,4,44,8,980,09
33,2,67,8,600,01
33,4,40,4,980,09
33,2,70,2,2000,07
33,4,44,4,988,12
33,2,48,4,1650,12
33,4,32,4,800,01
33,2,59,2,700,12
33,4,43,8,1280,12
33,2,58,8,1368,04
33,2,57,8,1400,09
33,4,64,8,400,09
33,4,51,8,600,09
33,4,53,4,1600,16
33,2,50,2,1500,02
33,2,65,8,2200,02
33,4,36,2,1200,12
33,2,48,8,3500,09
33,2,40,2,2080,09
33,4,58,8,700,12
33,2,63,4,1000,09
33,2,45,8,1300,09
33,4,29,8,600,13
33,2,63,2,1500,09
33,2,29,4,1000,13
33,2,35,8,1200,13
33,2,50,8,2000,09
33,4,44,4,1300,09
33,2,61,8,1800,09
33,4,59,8,1200,05
33,2,42,4,1800,01
33,2,45,8,1800,16
33,2,28,8,1500,07
33,2,36,8,1800,06
33,2,37,2,2200,09
33,2,41,8,1900,12
33,2,35,2,1600,12
33,4,50,2,1300,12
33,4,57,8,500,09
33,2,31,8,1580,11
33,4,48,4,600,09
33,2,50,2,1900,12
33,4,29,4,788,12
33,4,38,8,1000,09
33,2,42,8,1600,09
33,2,53,8,1900,09
33,4,47,2,300,11
33,2,46,8,1090,09
33,2,36,4,2200,11
33,2,46,8,1300,09
33,2,43,8,1500,13
33,4,53,8,800,01
33,2,42,8,1500,08
33,4,32,8,1000,04
33,2,30,8,1500,13
33,4,54,4,1500,01
33,4,41,4,1600,11
33,2,38,4,1600,13
33,2,30,8,1600,08
33,4,51,4,1200,05
33,2,38,8,1400,08
33,2,40,8,1800,08
33,2,23,4,1300,08
33,4,54,8,2300,12
33,4,68,2,600,09
33,2,70,2,2000,05
33,2,62,8,2300,09
33,2,38,8,1320,05
33,2,38,8,2300,07
33,2,35,4,1600,09
33,2,35,4,1500,09
33,2,46,8,1200,01
33,2,50,8,1500,12
33,4,33,8,788,09
33,2,44,2,1400,09
33,2,45,4,1500,06
33,2,37,8,1200,13
33,4,59,4,1000,09
33,4,43,8,2500,13
33,2,46,8,1800,08
33,4,36,4,1200,13
33,4,47,8,1350,13
33,2,44,8,2000,07
33,2,59,2,1500,12
33,2,49,4,2000,06
33,2,49,8,2000,16
33,2,48,8,700,01
33,2,46,8,1500,16
33,2,48,8,1300,09
33,2,31,8,1700,12
33,2,63,4,1200,02
33,2,43,8,2300,05
33,2,49,2,3500,16
33,2,49,8,2400,12
33,2,56,2,2500,12
33,2,48,8,2400,12
33,2,48,2,10200,12
33,2,33,4,1900,12
33,2,51,8,1400,09
33,2,37,2,1110,09
33,2,67,2,2100,16
33,2,27,4,800,11
33,2,40,4,1100,06
33,4,61,8,700,01
33,4,38,8,1600,16
33,4,41,4,2000,12
33,4,42,8,800,12
33,2,56,8,1600,09
33,2,31,4,1600,12
33,2,42,4,1580,12
33,2,54,4,750,12
33,2,35,8,790,02
33,2,37,8,1600,06
33,2,29,8,1500,12
33,2,34,8,700,09
33,2,46,8,1200,12
33,4,46,8,500,06
33,2,51,8,1800,05
33,2,56,8,400,03
33,2,36,8,900,09
33,2,39,8,1700,12
33,4,42,8,1600,12
33,4,52,8,700,12
33,2,35,8,600,06
33,4,32,4,800,11
33,2,60,8,5670,11
33,2,38,8,1600,12
33,4,31,8,1020,11
33,2,36,2,1500,11
33,2,29,4,2180,12
33,2,35,2,1560,13
33,2,54,4,3900,08
33,4,30,8,788,13
33,4,29,4,1500,13
33,2,49,2,2230,04
33,4,42,4,788,01
33,4,38,8,1100,13
33,4,20,4,788,11
33,4,26,8,550,12
33,2,26,2,1800,13
33,2,48,8,1250,09
33,2,46,2,5600,13
33,2,38,2,1520,12
33,2,37,8,2400,16
33,4,54,4,1000,06
33,4,59,2,788,03
33,2,37,4,1000,12
33,4,44,4,300,09
33,2,20,8,890,01
33,2,58,8,1000,06
33,4,47,8,788,09
33,4,64,2,788,12
33,2,37,4,1300,09
33,2,44,4,1600,12
33,4,31,8,1100,12
33,4,29,2,1200,09
33,2,35,8,1100,05
33,2,63,4,250,04
33,2,26,8,980,08
33,2,32,4,900,09
33,2,75,8,788,01
33,4,61,2,788,06
33,2,44,8,1500,08
33,2,42,8,788,09
33,2,24,8,1200,09
33,2,51,4,788,05
33,2,22,6,1510,11
33,4,29,8,788,09
33,2,59,8,1520,05
33,2,52,8,788,02
33,2,52,2,2570,12
33,2,35,8,2200,13
33,2,55,2,2000,12
33,2,27,2,4000,16
33,2,63,2,3000,16
33,4,40,8,394,12
33,4,65,2,1000,05
33,2,47,4,788,12
33,4,39,2,1000,05
33,4,53,4,520,09
33,4,32,2,1200,12
33,4,40,2,800,15
33,2,32,2,4000,16
33,4,42,8,788,09
33,4,36,8,788,12
33,2,59,2,1100,09
33,4,46,2,788,08
33,4,35,2,1500,12
33,2,58,8,900,11
33,2,38,8,1000,16
33,2,60,2,3200,15
33,2,48,2,13500,16
33,4,26,8,900,16
33,2,27,2,4500,16
33,4,48,2,2100,12
33,2,32,2,6800,16
33,4,63,2,1045,05
33,2,68,2,3000,05
33,4,44,2,5000,16
33,2,62,2,3000,15
33,2,47,2,1600,12
33,2,59,2,1800,12
33,2,39,8,2000,06
33,2,73,4,2000,05
33,2,32,2,2000,12
33,2,36,2,1800,12
33,4,59,2,910,13
33,4,27,8,1200,16
33,2,43,4,916,09
33,2,32,8,2600,16
33,2,34,8,5000,15
33,2,43,2,10000,12
33,2,57,8,788,09
33,4,37,2,500,12
33,2,56,2,1200,09
33,4,42,4,300,12
33,4,54,2,840,12
33,2,55,2,1200,12
33,4,40,2,550,09
33,4,62,2,600,05
33,2,66,2,788,01
33,4,42,8,1000,09
33,2,43,8,1500,12
33,4,32,8,900,12
33,2,58,2,1100,05
33,4,64,2,1300,06
33,2,58,4,788,07
33,2,43,4,1200,12
33,4,50,4,788,11
33,2,42,4,1200,09
33,2,32,2,1000,12
33,4,44,2,20000,16
33,2,51,4,10000,16
33,2,30,2,800,12
33,2,38,2,2300,15
33,2,61,2,500,06
33,2,60,2,1100,03
33,2,63,2,1800,09
33,2,45,4,1200,09
33,2,51,4,1000,01
33,2,43,4,1000,13
33,4,47,8,900,16
33,2,60,2,800,08
33,2,51,4,995,05
33,2,43,4,1200,12
33,2,59,2,1200,04
33,4,61,4,920,09
33,4,60,2,250,11
33,2,33,2,2750,12
33,4,54,2,900,09
33,2,33,8,1200,09
33,2,48,4,860,13
33,2,27,2,5000,16
33,2,35,8,2000,12
33,2,62,4,788,01
33,4,36,2,1000,09
33,2,34,2,2000,09
33,2,39,8,1990,12
33,4,39,8,900,05
33,4,61,4,724,04
33,2,63,2,1500,04
33,2,41,4,1600,09
33,2,58,2,1800,12
33,2,45,2,900,05
33,2,56,2,3500,11
33,2,59,8,1650,09
33,2,52,2,1300,06
33,2,42,2,1061,05
33,2,54,2,1180,06
33,4,46,8,1100,06
33,2,42,2,1800,06
33,2,64,8,1500,06
33,2,63,2,1000,01
33,2,52,8,1200,05
33,2,55,8,3000,05
33,2,38,2,3000,12
33,2,49,2,1300,09
33,2,30,2,1500,05
33,4,61,2,1200,09
33,2,37,4,1200,05
33,2,50,2,2000,12
33,2,57,8,2250,12
33,2,34,2,1500,06
33,2,32,2,2000,09
33,4,52,8,600,03
33,2,51,2,1200,05
33,2,42,4,2000,03
33,2,42,8,1400,11
33,2,37,2,6000,16
33,2,38,4,1550,09
33,2,38,8,3200,01
33,2,32,4,980,05
33,2,33,4,800,12
33,2,43,2,2500,12
33,4,35,8,1200,06
33,2,43,4,800,08
33,2,29,8,789,16
33,2,53,2,800,01
33,4,57,2,789,12
33,2,48,8,4500,16
33,2,27,8,2000,14
33,2,39,8,1600,16
33,2,34,2,5800,12
33,2,50,2,6800,12
33,4,63,8,800,01
33,2,76,4,400,01
33,2,36,8,2700,12
33,2,38,8,2500,12
33,4,56,2,800,06
33,2,37,2,850,05
33,2,59,4,800,13
33,2,34,4,800,01
33,2,42,8,4500,12
33,2,55,4,900,01
33,2,38,2,6000,16
33,4,22,2,400,09
33,2,34,8,1200,08
33,2,62,2,800,03
33,2,53,4,788,06
33,4,39,2,1200,16
33,2,56,4,1200,09
33,2,43,2,2000,09
33,2,29,2,1000,12
33,4,37,2,800,13
33,2,76,2,4500,16
33,2,53,8,1200,04
33,2,45,2,3000,12
33,4,41,8,1800,16
33,4,63,8,350,04
33,4,43,2,1200,12
33,2,43,8,900,05
33,4,50,8,1100,12
33,4,43,2,1200,16
33,2,47,2,4500,16
33,2,36,2,1200,09
33,2,77,2,500,05
33,2,45,4,800,05
33,2,55,8,900,09
33,2,67,8,18000,12
33,2,44,2,1000,12
33,2,36,8,788,04
33,2,48,8,500,08
33,2,40,8,1000,12
33,4,62,4,50,04
33,4,55,4,788,04
33,4,37,4,250,05
33,2,39,8,1300,01
33,2,57,8,600,05
33,2,57,8,1200,05
33,2,50,2,1300,04
33,2,56,8,1000,01
33,2,46,8,900,05
33,2,21,8,1000,06
33,2,47,2,788,12
33,4,44,4,900,06
33,4,26,8,1200,11
33,2,61,8,400,01
33,4,55,8,1100,05
33,4,58,8,200,01
33,2,43,4,1800,12
33,2,48,8,1200,09
33,4,60,8,400,03
33,2,43,8,1400,12
33,4,39,8,1036,12
33,4,85,8,100,01
33,2,36,8,1838,09
33,4,42,2,900,06
33,2,25,4,1018,01
33,4,33,8,810,09
33,4,41,4,1121,05
33,2,29,4,500,01
33,2,34,2,850,06
33,2,38,8,5327,14
33,2,67,8,800,01
33,2,37,2,2364,12
33,2,42,4,900,09
33,2,43,8,2400,15
33,4,61,8,789,09
33,2,58,4,1700,09
33,2,45,8,1400,09
33,2,62,8,1500,04
33,2,38,2,10000,12
33,2,31,4,1400,12
33,2,45,8,1550,09
33,4,59,8,1200,03
33,4,35,2,1200,12
33,2,34,4,2500,09
33,2,40,4,1280,12
33,2,46,8,3000,12
33,4,37,8,1800,09
33,4,37,8,950,12
33,2,49,4,2300,16
33,4,26,8,1950,13
33,4,47,8,1400,08
33,2,58,4,2300,05
33,2,25,8,1300,13
33,4,45,8,950,09
33,4,74,2,1700,01
33,2,51,8,4600,12
33,2,43,2,1900,12
33,4,33,0,1900,12
33,4,29,2,1500,12
33,2,38,8,2700,12
33,4,29,4,1100,12
33,2,33,8,900,12
33,4,44,2,1200,12
33,2,53,4,900,09
33,4,26,2,1000,12
33,2,31,8,1150,16
33,2,40,2,3500,12
33,2,29,2,1650,16
33,2,39,8,1600,16
33,2,35,8,1200,12
33,2,45,2,4000,16
33,2,44,2,4000,14
33,2,38,2,1800,12
33,4,39,2,2300,16
33,4,38,2,3000,16
33,4,50,2,4000,16
33,4,47,2,2000,16
33,4,36,8,2300,16
33,2,34,2,4300,14
33,4,40,8,1380,16
33,4,39,8,3500,12
33,2,50,4,1800,12
33,2,35,2,2000,09
33,2,29,4,1350,12
33,2,52,8,800,07
33,4,34,8,950,05
33,2,45,4,2000,09
33,2,35,8,2500,12
33,2,30,2,1100,12
33,2,58,8,2000,12
33,4,35,2,600,09
33,2,46,8,1000,01
33,4,54,8,953,08
33,2,52,4,7000,12
33,2,32,2,4500,12
33,2,36,2,3800,16
33,4,55,2,1400,12
33,4,30,2,3000,16
33,2,36,2,4500,16
33,2,43,2,6500,16
33,4,37,2,2000,13
33,2,31,2,1600,14
33,2,43,2,4800,16
33,4,61,2,900,09
33,2,57,8,1200,06
33,2,39,8,1500,06
33,2,46,8,1200,08
33,4,35,8,900,09
33,2,40,8,700,04
33,2,60,4,1300,06
33,2,60,8,1000,01
33,2,58,8,1500,01
33,2,29,2,900,09
33,2,44,2,2500,09
33,2,49,8,1800,09
33,2,32,2,3000,11
33,2,51,4,1576,12
33,2,43,2,900,14
33,2,36,2,1200,05
33,2,56,8,1500,06
33,2,49,2,2000,14
33,2,32,2,1900,16
33,2,41,2,1500,12
33,4,79,2,100,06
33,2,47,2,2600,16
33,4,56,8,800,06
33,2,28,2,5000,16
33,2,71,8,788,09
33,4,30,2,788,15
33,4,44,8,788,07
33,2,43,8,2000,08
33,2,61,4,788,09
33,2,77,8,900,03
33,4,31,4,1000,04
33,2,40,2,2500,16
33,2,33,2,3000,06
33,2,29,8,1000,06
33,4,41,8,1100,16
33,2,45,4,1200,07
33,2,55,8,1577,05
33,4,54,2,950,06
33,2,31,8,1200,09
33,2,28,8,1300,09
33,4,26,8,600,11
33,2,51,8,2000,12
33,2,32,8,960,09
33,4,38,4,1700,12
33,2,33,4,1000,06
33,2,64,8,788,01
33,2,35,8,600,05
33,4,31,8,788,07
33,2,29,8,1000,09
33,2,35,8,1000,12
33,2,33,8,1200,06
33,2,50,2,1100,09
33,2,69,2,400,02
33,2,54,4,850,02
33,2,46,2,1200,07
33,4,31,2,1000,12
33,2,59,2,10000,12
33,4,50,2,3000,16
33,4,56,2,2000,10
33,2,34,2,1500,12
33,4,50,2,1000,05
33,2,70,2,1600,05
33,2,56,4,3000,12
33,2,34,2,2000,12
33,4,47,2,1200,12
33,4,35,8,2800,14
33,4,36,8,1031,08
33,2,63,2,1800,01
33,2,24,8,1800,12
33,4,55,4,1000,05
33,2,24,2,1000,06
33,4,38,2,2500,13
33,4,28,2,1800,16
33,2,38,2,3000,08
33,4,23,8,600,08
33,2,43,4,1200,12
33,2,26,2,1200,12
33,2,34,8,5000,12
33,2,67,8,1000,09
33,4,57,2,500,12
33,2,56,2,950,09
33,4,25,8,970,12
33,2,42,8,2000,08
33,4,26,2,746,13
33,2,33,4,2500,09
33,2,36,2,2000,15
33,4,35,2,1200,01
33,2,49,8,1600,09
33,2,49,8,1600,09
33,2,30,2,1300,16
33,2,48,2,1700,01
33,2,35,8,2800,12
33,2,46,2,1000,16
33,2,57,8,500,09
33,2,64,8,2000,02
33,2,31,8,1900,10
33,2,35,2,1500,12
33,2,60,2,200,06
33,2,46,8,3000,13
33,2,52,8,2444,06
33,2,36,8,788,06
33,2,50,4,1200,12
33,2,34,2,615,14
33,2,62,2,3500,12
33,4,38,2,2500,16
33,4,34,2,1400,14
33,4,35,2,2000,16
33,2,42,2,4400,16
33,2,33,2,1800,12
33,2,30,2,2600,16
33,2,27,2,1400,12
33,2,63,2,2500,16
33,4,52,2,2550,12
33,4,50,8,1926,10
33,2,51,2,970,11
33,2,37,8,2100,12
33,4,57,2,550,12
33,2,41,4,3000,12
33,2,63,2,900,16
33,2,21,0,750,07
33,4,48,2,800,09
33,2,34,2,1400,08
33,2,22,2,900,01
33,2,40,2,1600,09
33,4,39,2,1300,04
33,2,40,8,1200,09
33,2,57,2,2800,12
33,2,35,4,1000,03
33,4,35,2,15000,16
33,2,47,2,10500,15
33,4,35,6,5800,16
33,2,32,2,18000,16
33,4,38,4,700,13
33,2,27,8,1200,13
33,4,37,2,1200,16
33,4,42,0,2500,11
33,4,46,2,1700,16
33,2,36,8,2200,12
33,4,57,2,4000,16
33,2,40,2,1560,16
33,4,47,2,7000,16
33,2,65,2,7500,16
33,4,35,2,2500,12
33,4,47,8,4000,12
33,2,56,2,6000,16
33,2,42,8,4000,16
33,2,65,2,2000,09
33,4,49,8,1100,16
33,2,47,2,2600,09
33,4,69,8,1600,01
33,2,65,4,2000,12
33,4,59,4,700,01
33,2,23,4,1000,12
33,2,39,0,1075,13
33,4,37,2,1500,12
33,4,40,8,1250,09
33,2,21,8,1200,12
33,2,38,4,1400,11
33,2,42,8,1076,12
33,2,37,2,5000,15
33,4,37,2,990,12
33,4,73,8,500,09
33,2,45,2,2500,12
33,4,42,4,1500,12
33,4,66,2,4500,16
33,2,55,2,4000,16
33,2,42,2,6000,16
33,4,52,2,8000,16
33,2,63,2,5400,16
33,2,35,2,3500,16
33,2,33,2,6000,16
33,2,50,8,1600,16
33,4,42,2,6000,16
33,4,45,2,3500,16
33,2,42,2,2300,12
33,4,24,2,4000,16
33,2,56,2,10000,16
33,4,39,2,4100,16
33,4,35,2,4000,16
33,2,76,2,4500,05
33,4,36,2,7000,16
33,2,41,2,4000,16
33,2,39,2,2300,16
33,4,23,2,2000,16
33,4,30,2,3000,13
33,2,56,2,3900,16
33,2,41,2,1100,01
33,4,51,2,3500,12
33,4,40,2,15000,16
33,4,53,2,788,17
33,4,28,8,910,12
33,4,35,2,900,12
33,2,70,8,300,04
33,4,36,8,800,12
33,2,26,2,1300,13
33,2,55,4,1500,08
33,2,50,8,2100,12
33,4,17,4,550,13
33,2,37,2,5000,09
33,2,56,2,15000,16
33,2,64,2,5000,16
33,4,38,2,15500,16
33,2,52,2,9500,16
33,2,33,2,9000,16
33,4,49,2,7000,16
33,4,64,2,3000,16
33,2,33,2,7300,16
33,2,52,2,4000,16
33,4,66,8,6000,01
33,2,48,2,3500,16
33,2,33,2,6000,16
